DSO Name,Maßnahmen ID,Grid Type,Cities,Project Type,State,Capacity Change,Date of completion,Geo Codes
Avacon,582,Line,"Nette, Bockenem",80°C-Trassierung + FLM + Zubau,Planned,230,Not Specified (part of plan up to 2045),"{""Nette, Germany"":{""lat"":52.03628397262131,""lng"":10.087250286076786,""address"":{""formatted"":""Nette, 44 Dortmund-Mengede, Germany""}},""Bockenem, Germany"":{""lat"":52.0099516,""lng"":10.1332768,""address"":{""formatted"":""31 Bockenem, Germany""}}}"
Avacon,583,Line,"Hildesheim Süd, Nette",80°C-Trassierung + FLM,Planned,126,Not Specified (part of plan up to 2045),"{""Hildesheim Süd, Germany"":{""lat"":52.154778,""lng"":9.9579652,""address"":{""formatted"":""31 Hildesheim, Germany""}},""Nette, Germany"":{""lat"":52.03628397262131,""lng"":10.087250286076786,""address"":{""formatted"":""Nette, 44 Dortmund-Mengede, Germany""}}}"
Avacon,584,Line,"Hildesheim Süd, Godenau",80°C-Trassierung + FLM,Planned,107,Not Specified (part of plan up to 2045),"{""Hildesheim Süd, Germany"":{""lat"":52.154778,""lng"":9.9579652,""address"":{""formatted"":""31 Hildesheim, Germany""}},""Godenau, Germany"":{""lat"":52.0125471,""lng"":9.7905261,""address"":{""formatted"":""31061 Alfeld (Leine)-Godenau, Germany""}}}"
Avacon,585,Line,"Steuerwald, Godenau",ENB (Ersatzneubau),Planned,580,Not Specified (part of plan up to 2045),"{""Steuerwald, Germany"":{""lat"":51.165691,""lng"":10.451526,""address"":{""formatted"":""Germany""}},""Godenau, Germany"":{""lat"":52.0125471,""lng"":9.7905261,""address"":{""formatted"":""31061 Alfeld (Leine)-Godenau, Germany""}}}"
Avacon,586,Line,"Northeim, Hardegsen",ENB (Ersatzneubau),Planned,628,Not Specified (part of plan up to 2045),"{""Northeim, Germany"":{""lat"":51.7013769,""lng"":9.995866000000001,""address"":{""formatted"":""37154 Northeim, Germany""}},""Hardegsen, Germany"":{""lat"":51.6480962,""lng"":9.837169200000002,""address"":{""formatted"":""37181 Hardegsen, Germany""}}}"
Avacon,587,Line,"Poehlde, Münchehof",ENB (Ersatzneubau),Planned,628,Not Specified (part of plan up to 2045),"{""Poehlde, Germany"":{""lat"":51.6144782,""lng"":10.3137425,""address"":{""formatted"":""37412 Herzberg am Harz-Pöhlde, Germany""}},""Münchehof, Germany"":{""lat"":51.8498026,""lng"":10.1828474,""address"":{""formatted"":""38723 Seesen-Münchehof, Germany""}}}"
Avacon,588,Line,"Nordstemmen, Elze",80°C-Trassierung + FLM,Planned,126,Not Specified (part of plan up to 2045),"{""Nordstemmen, Germany"":{""lat"":52.16363200000001,""lng"":9.7882818,""address"":{""formatted"":""31171 Nordstemmen, Germany""}},""Elze, Germany"":{""lat"":52.1211249,""lng"":9.7381294,""address"":{""formatted"":""31008 Elze, Germany""}}}"
Avacon,589,"UW, Line",Elze,NB (Neubau),Planned,600,Not Specified (part of plan up to 2045),"{""Elze, Germany"":{""lat"":52.1211249,""lng"":9.7381294,""address"":{""formatted"":""31008 Elze, Germany""}}}"
Avacon,590,"UW, Line",Algermissen,NB (Neubau),Planned,600,Not Specified (part of plan up to 2045),"{""Algermissen, Germany"":{""lat"":52.25252529999999,""lng"":9.969572399999999,""address"":{""formatted"":""31191 Algermissen, Germany""}}}"
Avacon,591,UW,Lamspringe,ERW (Erweiterung),Planned,300,Not Specified (part of plan up to 2045),"{""Lamspringe, Germany"":{""lat"":51.9610159,""lng"":10.011937,""address"":{""formatted"":""31 Lamspringe, Germany""}}}"
Avacon,592,UW,Hardegsen,ERW (Erweiterung),Planned,600,Not Specified (part of plan up to 2045),"{""Hardegsen, Germany"":{""lat"":51.6480962,""lng"":9.837169200000002,""address"":{""formatted"":""37181 Hardegsen, Germany""}}}"
Avacon,593,UW,Lehrte,ERW (Erweiterung),Planned,300,Not Specified (part of plan up to 2045),"{""Lehrte, Germany"":{""lat"":52.3746255,""lng"":9.9784211,""address"":{""formatted"":""31275 Lehrte, Germany""}}}"
Avacon,594,UW,Hannover West,ERW (Erweiterung),Planned,250,Not Specified (part of plan up to 2045),"{""Hannover West, Germany"":{""lat"":52.3758916,""lng"":9.732010400000002,""address"":{""formatted"":""30 Hanover, Germany""}}}"
Avacon,595,UW,Waldeck,UW Neubau,Planned,1200,Not Specified (part of plan up to 2045),"{""Waldeck, Germany"":{""lat"":51.2076269,""lng"":9.0646516,""address"":{""formatted"":""34 Waldeck, Germany""}}}"
Avacon,596,UW,Dorheim,UW Neubau,Planned,600,Not Specified (part of plan up to 2045),"{""Dorheim, Germany"":{""lat"":50.3505082,""lng"":8.7973613,""address"":{""formatted"":""61169 Friedberg (Hessen)-Dorheim, Germany""}}}"
Avacon,597,UW,Somborn,UW Neubau,Planned,600,Not Specified (part of plan up to 2045),"{""Somborn, Germany"":{""lat"":50.1429371,""lng"":9.113648399999999,""address"":{""formatted"":""63579 Freigericht-Somborn, Germany""}}}"
Avacon,598,UW,Obererlenbach,UW Neubau,Planned,600,Not Specified (part of plan up to 2045),"{""Obererlenbach, Germany"":{""lat"":50.2259547,""lng"":8.6787291,""address"":{""formatted"":""61352 Bad Homburg-Ober-Erlenbach, Germany""}}}"
Avacon,599,UW,Kirchhain,UW Neubau,Planned,900,Not Specified (part of plan up to 2045),"{""Kirchhain, Germany"":{""lat"":50.8206953,""lng"":8.9212901,""address"":{""formatted"":""35274 Kirchhain, Germany""}}}"
Avacon,600,UW,Elm,UW Neubau,Planned,900,Not Specified (part of plan up to 2045),"{""Elm, Germany"":{""lat"":50.3603612,""lng"":9.558419299999999,""address"":{""formatted"":""36381 Schlüchtern-Elm, Germany""}}}"
Avacon,601,UW,Sandershausen/Ost,UW Neubau,Planned,600,Not Specified (part of plan up to 2045),"{""Sandershausen/Ost, Germany"":{""lat"":51.3214704,""lng"":9.551564599999999,""address"":{""formatted"":""34266 Niestetal-Sandershausen, Germany""}}}"
Avacon,602,UW,Lauterbach,UW Neubau,Planned,900,Not Specified (part of plan up to 2045),"{""Lauterbach, Germany"":{""lat"":50.6334203,""lng"":9.3960153,""address"":{""formatted"":""36341 Lauterbach, Germany""}}}"
Avacon,603,UW,Göttingen,UW Neubau,Planned,600,Not Specified (part of plan up to 2045),"{""Göttingen, Germany"":{""lat"":51.54128040000001,""lng"":9.915803499999999,""address"":{""formatted"":""37 Göttingen, Germany""}}}"
Avacon,604,UW,Atteln,UW: Neubau,Planned,900,Not Specified (part of plan up to 2045),"{""Atteln, Germany"":{""lat"":51.59564779999999,""lng"":8.800862799999999,""address"":{""formatted"":""33165 Lichtenau-Atteln, Germany""}}}"
Avacon,605,UW,Melsungen,UW: Neubau,Planned,900,Not Specified (part of plan up to 2045),"{""Melsungen, Germany"":{""lat"":51.1276976,""lng"":9.549567699999999,""address"":{""formatted"":""34212 Melsungen, Germany""}}}"
Avacon,606,UW,Eiterfeld,UW: Neubau,Planned,600,Not Specified (part of plan up to 2045),"{""Eiterfeld, Germany"":{""lat"":50.7616477,""lng"":9.797223899999999,""address"":{""formatted"":""36132 Eiterfeld, Germany""}}}"
Avacon,607,UW,Maintal,UW: Neubau,Planned,600,Not Specified (part of plan up to 2045),"{""Maintal, Germany"":{""lat"":50.1444746,""lng"":8.830521599999999,""address"":{""formatted"":""63477 Maintal, Germany""}}}"
Avacon,608,UW,Twistetal,UW: Erweiterung,Planned,300,Not Specified (part of plan up to 2045),"{""Twistetal, Germany"":{""lat"":51.3368597,""lng"":8.965328,""address"":{""formatted"":""34477 Twistetal, Germany""}}}"
Avacon,609,UW,Vörden,UW: Erweiterung,Planned,600,Not Specified (part of plan up to 2045),"{""Vörden, Germany"":{""lat"":52.5108133,""lng"":8.0651577,""address"":{""formatted"":""49434 Neuenkirchen-Vörden, Germany""}}}"
Avacon,610,UW,Bergshausen,UW: Erweiterung,Planned,300,Not Specified (part of plan up to 2045),"{""Bergshausen, Germany"":{""lat"":51.267416,""lng"":9.5015831,""address"":{""formatted"":""34 Fuldabrück-Bergshausen, Germany""}}}"
Avacon,611,UW,Borken,UW: Erweiterung,Planned,300,Not Specified (part of plan up to 2045),"{""Borken, Germany"":{""lat"":51.047173,""lng"":9.278,""address"":{""formatted"":""46325 Borken, Germany""}}}"
Avacon,612,UW,Würgassen,UW: Erweiterung,Planned,300,Not Specified (part of plan up to 2045),"{""Würgassen, Germany"":{""lat"":51.6434128,""lng"":9.4060013,""address"":{""formatted"":""37688 Beverungen-Würgassen, Germany""}}}"
Avacon,613,UW,Dillenburg,UW: Erweiterung,Planned,300,Not Specified (part of plan up to 2045),"{""Dillenburg, Germany"":{""lat"":50.7452841,""lng"":8.2807631,""address"":{""formatted"":""35 Dillenburg, Germany""}}}"
Avacon,614,UW,Asslar,UW: Erweiterung,Planned,300,Not Specified (part of plan up to 2045),"{""Asslar, Germany"":{""lat"":50.5904417,""lng"":8.4632547,""address"":{""formatted"":""35614 Aßlar, Germany""}}}"
Avacon,615,UW,Grebenstein,UW: Neubau,Planned,0,Not Specified (part of plan up to 2045),"{""Grebenstein, Germany"":{""lat"":51.44721149999999,""lng"":9.4102637,""address"":{""formatted"":""34393 Grebenstein, Germany""}}}"
Avacon,616,Line,Niesig,NB (Neubau),Planned,260,Not Specified (part of plan up to 2045),"{""Niesig, Germany"":{""lat"":50.5821043,""lng"":9.676696000000002,""address"":{""formatted"":""36039 Fulda-Niesig, Germany""}}}"
Avacon,617,Line,Marburg,NB (Neubau),Planned,120,Not Specified (part of plan up to 2045),"{""Marburg, Germany"":{""lat"":50.8018843,""lng"":8.7657677,""address"":{""formatted"":""35 Marburg, Germany""}}}"
Avacon,618,Line,"Somborn, Niedermittlau",NB (Neubau),Planned,800,Not Specified (part of plan up to 2045),"{""Somborn, Germany"":{""lat"":50.1429371,""lng"":9.113648399999999,""address"":{""formatted"":""63579 Freigericht-Somborn, Germany""}},""Niedermittlau, Germany"":{""lat"":50.169357,""lng"":9.123941,""address"":{""formatted"":""63594 Hasselroth-Niedermittlau, Germany""}}}"
Avacon,619,UW,Büdingen,NB (Neubau Querregler),Planned,0,Not Specified (part of plan up to 2045),"{""Büdingen, Germany"":{""lat"":50.2862963,""lng"":9.111383799999999,""address"":{""formatted"":""63654 Büdingen, Germany""}}}"
Avacon,620,Line,"Paderborn, Horn",ENB (Ersatzneubau),Planned,588,Not Specified (part of plan up to 2045),"{""Paderborn, Germany"":{""lat"":51.7189205,""lng"":8.757509299999999,""address"":{""formatted"":""33 Paderborn, Germany""}},""Horn, Germany"":{""lat"":53.5550327,""lng"":10.0833707,""address"":{""formatted"":""Horn, 22 Hamburg, Germany""}}}"
Avacon,621,Line,Lippspringe,ENB (Ersatzneubau),Planned,663,Not Specified (part of plan up to 2045),"{""Lippspringe, Germany"":{""lat"":51.7837494,""lng"":8.8159083,""address"":{""formatted"":""33 Bad Lippspringe, Germany""}}}"
Avacon,622,Line,"Paderborn, Elsen",ENB (Ersatzneubau),Planned,588,Not Specified (part of plan up to 2045),"{""Paderborn, Germany"":{""lat"":51.7189205,""lng"":8.757509299999999,""address"":{""formatted"":""33 Paderborn, Germany""}},""Elsen, Germany"":{""lat"":51.7410559,""lng"":8.6765115,""address"":{""formatted"":""33 Paderborn-Elsen, Germany""}}}"
Avacon,623,Line,"Salzkotten, Delbrück",80°C-Trassierung,Planned,50,Not Specified (part of plan up to 2045),"{""Salzkotten, Germany"":{""lat"":51.6652232,""lng"":8.6008958,""address"":{""formatted"":""33154 Salzkotten, Germany""}},""Delbrück, Germany"":{""lat"":51.7650575,""lng"":8.5620753,""address"":{""formatted"":""33129 Delbrück, Germany""}}}"
Avacon,624,Line,"Elsen, Delbrück",80°C-Trassierung,Planned,30,Not Specified (part of plan up to 2045),"{""Elsen, Germany"":{""lat"":51.7410559,""lng"":8.6765115,""address"":{""formatted"":""33 Paderborn-Elsen, Germany""}},""Delbrück, Germany"":{""lat"":51.7650575,""lng"":8.5620753,""address"":{""formatted"":""33129 Delbrück, Germany""}}}"
Avacon,625,Line,"Vörden, Horn",FLM (Freileitungsmonitoring),Planned,75,Not Specified (part of plan up to 2045),"{""Vörden, Germany"":{""lat"":52.5108133,""lng"":8.0651577,""address"":{""formatted"":""49434 Neuenkirchen-Vörden, Germany""}},""Horn, Germany"":{""lat"":53.5550327,""lng"":10.0833707,""address"":{""formatted"":""Horn, 22 Hamburg, Germany""}}}"
Avacon,626,Line,"Korbach, Willingen",Zubeseilung,Planned,105,Not Specified (part of plan up to 2045),"{""Korbach, Germany"":{""lat"":51.2774069,""lng"":8.8709876,""address"":{""formatted"":""34497 Korbach, Germany""}},""Willingen, Germany"":{""lat"":51.3020791,""lng"":8.6327185,""address"":{""formatted"":""34508 Willingen, Germany""}}}"
Avacon,627,Line,"Wolfhagen, Borgholz",ENB (Ersatzneubau),Planned,626,Not Specified (part of plan up to 2045),"{""Wolfhagen, Germany"":{""lat"":51.3264673,""lng"":9.1710827,""address"":{""formatted"":""34466 Wolfhagen, Germany""}},""Borgholz, Germany"":{""lat"":51.623369,""lng"":9.258414,""address"":{""formatted"":""17 Bergholz, Germany""}}}"
Avacon,628,Line,"Borgholz, Vörden",ENB (Ersatzneubau),Planned,626,Not Specified (part of plan up to 2045),"{""Borgholz, Germany"":{""lat"":51.623369,""lng"":9.258414,""address"":{""formatted"":""17 Bergholz, Germany""}},""Vörden, Germany"":{""lat"":52.5108133,""lng"":8.0651577,""address"":{""formatted"":""49434 Neuenkirchen-Vörden, Germany""}}}"
Avacon,629,Line,"Hardegsen, Vörden",FLM (Freileitungsmonitoring),Planned,78,Not Specified (part of plan up to 2045),"{""Hardegsen, Germany"":{""lat"":51.6480962,""lng"":9.837169200000002,""address"":{""formatted"":""37181 Hardegsen, Germany""}},""Vörden, Germany"":{""lat"":52.5108133,""lng"":8.0651577,""address"":{""formatted"":""49434 Neuenkirchen-Vörden, Germany""}}}"
Avacon,630,Line,"Borken, Bergshausen",ENB (Ersatzneubau),Planned,630,Not Specified (part of plan up to 2045),"{""Borken, Germany"":{""lat"":51.047173,""lng"":9.278,""address"":{""formatted"":""46325 Borken, Germany""}},""Bergshausen, Germany"":{""lat"":51.267416,""lng"":9.5015831,""address"":{""formatted"":""34 Fuldabrück-Bergshausen, Germany""}}}"
Avacon,631,Line,Rengershausen,ENB (Ersatzneubau),Planned,576,Not Specified (part of plan up to 2045),"{""Rengershausen, Germany"":{""lat"":51.256378,""lng"":9.451700,""address"":{""formatted"":""97980 Bad Mergentheim-Rengershausen, Germany""}}}"
Avacon,632,Line,Felsberg,ENB (Ersatzneubau),Planned,630,Not Specified (part of plan up to 2045),"{""Felsberg, Germany"":{""lat"":51.1363534,""lng"":9.419181799999999,""address"":{""formatted"":""34587 Felsberg, Germany""}}}"
Avacon,633,Line,"Göttingen, Hardegsen",ENB (Ersatzneubau),Planned,377,Not Specified (part of plan up to 2045),"{""Göttingen, Germany"":{""lat"":51.54128040000001,""lng"":9.915803499999999,""address"":{""formatted"":""37 Göttingen, Germany""}},""Hardegsen, Germany"":{""lat"":51.6480962,""lng"":9.837169200000002,""address"":{""formatted"":""37181 Hardegsen, Germany""}}}"
Avacon,634,Line,"Hersfeld, Mecklar",ENB (Ersatzneubau),Planned,588,Not Specified (part of plan up to 2045),"{""Hersfeld, Germany"":{""lat"":50.8701345,""lng"":9.7019675,""address"":{""formatted"":""36251 Bad Hersfeld, Germany""}},""Mecklar, Germany"":{""lat"":50.9184119,""lng"":9.7615578,""address"":{""formatted"":""36251 Ludwigsau-Mecklar, Germany""}}}"
Avacon,635,Line,"Hersfeld, Dipperz",ENB (Ersatzneubau),Planned,656,Not Specified (part of plan up to 2045),"{""Hersfeld, Germany"":{""lat"":50.8701345,""lng"":9.7019675,""address"":{""formatted"":""36251 Bad Hersfeld, Germany""}},""Dipperz, Germany"":{""lat"":50.5422395,""lng"":9.7998522,""address"":{""formatted"":""36 Dipperz, Germany""}}}"
Avacon,636,Line,"Dipperz, Petersberg",ENB (Ersatzneubau),Planned,630,Not Specified (part of plan up to 2045),"{""Dipperz, Germany"":{""lat"":50.5422395,""lng"":9.7998522,""address"":{""formatted"":""36 Dipperz, Germany""}},""Petersberg, Germany"":{""lat"":50.5579247,""lng"":9.711849599999999,""address"":{""formatted"":""36100 Petersberg, Germany""}}}"
Avacon,637,Line,"Borken, Kichhain",ENB (Ersatzneubau),Planned,246,Not Specified (part of plan up to 2045),"{""Borken, Germany"":{""lat"":51.047173,""lng"":9.278,""address"":{""formatted"":""46325 Borken, Germany""}},""Kichhain, Germany"":{""lat"":50.8206953,""lng"":8.9212901,""address"":{""formatted"":""35274 Kirchhain, Germany""}}}"
Avacon,638,Line,"Kichhain, Gießen",ENB (Ersatzneubau),Planned,246,Not Specified (part of plan up to 2045),"{""Kichhain, Germany"":{""lat"":50.8206953,""lng"":8.9212901,""address"":{""formatted"":""35274 Kirchhain, Germany""}},""Gießen, Germany"":{""lat"":50.5840512,""lng"":8.678403099999999,""address"":{""formatted"":""35 Giessen, Germany""}}}"
Avacon,639,Line,Allendorf,Zubeseilung,Planned,104,Not Specified (part of plan up to 2045),"{""Allendorf, Germany"":{""lat"":51.0264632,""lng"":8.6703679,""address"":{""formatted"":""35108 Allendorf, Germany""}}}"
Avacon,640,Line,"Wächtersbach, Elm",FLM (Freileitungsmonitoring),Planned,63,Not Specified (part of plan up to 2045),"{""Wächtersbach, Germany"":{""lat"":50.2550222,""lng"":9.2918865,""address"":{""formatted"":""63607 Wächtersbach, Germany""}},""Elm, Germany"":{""lat"":50.3603612,""lng"":9.558419299999999,""address"":{""formatted"":""36381 Schlüchtern-Elm, Germany""}}}"
Avacon,641,Line,Gießen,80°C-Trassierung,Planned,39,Not Specified (part of plan up to 2045),"{""Gießen, Germany"":{""lat"":50.5840512,""lng"":8.678403099999999,""address"":{""formatted"":""35 Giessen, Germany""}}}"
Avacon,642,Line,"Dorheim, Obererlenbach",ENB (Ersatzneubau),Planned,628,Not Specified (part of plan up to 2045),"{""Dorheim, Germany"":{""lat"":50.3505082,""lng"":8.7973613,""address"":{""formatted"":""61169 Friedberg (Hessen)-Dorheim, Germany""}},""Obererlenbach, Germany"":{""lat"":50.2259547,""lng"":8.6787291,""address"":{""formatted"":""61352 Bad Homburg-Ober-Erlenbach, Germany""}}}"
Avacon,643,Line,"Dornigheim, Niedermittalu",ENB (Ersatzneubau),Planned,626,Not Specified (part of plan up to 2045),"{""Dornigheim, Germany"":{""lat"":50.13837299999999,""lng"":8.838805899999999,""address"":{""formatted"":""63477 Maintal-Dörnigheim, Germany""}},""Niedermittalu, Germany"":{""lat"":50.169357,""lng"":9.123941,""address"":{""formatted"":""63594 Hasselroth-Niedermittlau, Germany""}}}"
Avacon,644,Line,Wolfgang,80°C-Trassierung,Planned,50,Not Specified (part of plan up to 2045),"{""Wolfgang, Germany"":{""lat"":50.11920680000001,""lng"":8.9598657,""address"":{""formatted"":""63457 Wolfgang, Germany""}}}"
Avacon,645,Line,"Dillenburg, Oberscheld",FLM (Freileitungsmonitoring),Planned,79,Not Specified (part of plan up to 2045),"{""Dillenburg, Germany"":{""lat"":50.7452841,""lng"":8.2807631,""address"":{""formatted"":""35 Dillenburg, Germany""}},""Oberscheld, Germany"":{""lat"":50.735308,""lng"":8.3451614,""address"":{""formatted"":""35688 Dillenburg-Oberscheld, Germany""}}}"
Avacon,646,Line,"Hardegsen, Vörden",ENB (Ersatzneubau),Planned,578,Not Specified (part of plan up to 2045),"{""Hardegsen, Germany"":{""lat"":51.6480962,""lng"":9.837169200000002,""address"":{""formatted"":""37181 Hardegsen, Germany""}},""Vörden, Germany"":{""lat"":52.5108133,""lng"":8.0651577,""address"":{""formatted"":""49434 Neuenkirchen-Vörden, Germany""}}}"
Avacon,647,Line,"Göttingen, Eschwege",ENB (Ersatzneubau),Planned,630,Not Specified (part of plan up to 2045),"{""Göttingen, Germany"":{""lat"":51.54128040000001,""lng"":9.915803499999999,""address"":{""formatted"":""37 Göttingen, Germany""}},""Eschwege, Germany"":{""lat"":51.1876662,""lng"":10.0397725,""address"":{""formatted"":""37269 Eschwege, Germany""}}}"
Avacon,648,Line,"Borken, Lauterbach",ENB (Ersatzneubau),Planned,550,Not Specified (part of plan up to 2045),"{""Borken, Germany"":{""lat"":51.047173,""lng"":9.278,""address"":{""formatted"":""46325 Borken, Germany""}},""Lauterbach, Germany"":{""lat"":50.6334203,""lng"":9.3960153,""address"":{""formatted"":""36341 Lauterbach, Germany""}}}"
Avacon,649,Line,Alsfeld,ENB (Ersatzneubau),Planned,671,Not Specified (part of plan up to 2045),"{""Alsfeld, Germany"":{""lat"":50.750828,""lng"":9.2691602,""address"":{""formatted"":""36304 Alsfeld, Germany""}}}"
Avacon,650,Line,"Kirchhain, Ohmtal",ENB (Ersatzneubau),Planned,590,Not Specified (part of plan up to 2045),"{""Kirchhain, Germany"":{""lat"":50.8206953,""lng"":8.9212901,""address"":{""formatted"":""35274 Kirchhain, Germany""}},""Ohmtal, Germany"":{""lat"":51.165691,""lng"":10.451526,""address"":{""formatted"":""Germany""}}}"
Avacon,651,Line,"Ohmtal, Grünberg",ENB (Ersatzneubau),Planned,590,Not Specified (part of plan up to 2045),"{""Ohmtal, Germany"":{""lat"":51.165691,""lng"":10.451526,""address"":{""formatted"":""Germany""}},""Grünberg, Germany"":{""lat"":50.5926747,""lng"":8.958271800000002,""address"":{""formatted"":""35305 Grünberg, Germany""}}}"
Avacon,652,Line,"Lauterbach, Grünberg",FLM (Freileitungsmonitoring),Planned,63,Not Specified (part of plan up to 2045),"{""Lauterbach, Germany"":{""lat"":50.6334203,""lng"":9.3960153,""address"":{""formatted"":""36341 Lauterbach, Germany""}},""Grünberg, Germany"":{""lat"":50.5926747,""lng"":8.958271800000002,""address"":{""formatted"":""35305 Grünberg, Germany""}}}"
Avacon,653,Line,"Dipperz, Elm",ENB (Ersatzneubau),Planned,1060,Not Specified (part of plan up to 2045),"{""Dipperz, Germany"":{""lat"":50.5422395,""lng"":9.7998522,""address"":{""formatted"":""36 Dipperz, Germany""}},""Elm, Germany"":{""lat"":50.3603612,""lng"":9.558419299999999,""address"":{""formatted"":""36381 Schlüchtern-Elm, Germany""}}}"
Avacon,654,Line,Gießen,80°C-Trassierung + FLM,Planned,125,Not Specified (part of plan up to 2045),"{""Gießen, Germany"":{""lat"":50.5840512,""lng"":8.678403099999999,""address"":{""formatted"":""35 Giessen, Germany""}}}"
Avacon,655,Line,"Gießen, Hungen",80°C-Trassierung + FLM,Planned,125,Not Specified (part of plan up to 2045),"{""Gießen, Germany"":{""lat"":50.5840512,""lng"":8.678403099999999,""address"":{""formatted"":""35 Giessen, Germany""}},""Hungen, Germany"":{""lat"":50.4754531,""lng"":8.8990998,""address"":{""formatted"":""35410 Hungen, Germany""}}}"
Avacon,656,Line,Gießen,80°C-Trassierung + FLM,Planned,130,Not Specified (part of plan up to 2045),"{""Gießen, Germany"":{""lat"":50.5840512,""lng"":8.678403099999999,""address"":{""formatted"":""35 Giessen, Germany""}}}"
Avacon,657,Line,Lumdatal,80°C-Trassierung + FLM,Planned,130,Not Specified (part of plan up to 2045),"{""Lumdatal, Germany"":{""lat"":51.165691,""lng"":10.451526,""address"":{""formatted"":""Germany""}}}"
Avacon,658,Line,"Gießen, Dorheim",TAL (Teilauslagerung),Planned,121,Not Specified (part of plan up to 2045),"{""Gießen, Germany"":{""lat"":50.5840512,""lng"":8.678403099999999,""address"":{""formatted"":""35 Giessen, Germany""}},""Dorheim, Germany"":{""lat"":50.3505082,""lng"":8.7973613,""address"":{""formatted"":""61169 Friedberg (Hessen)-Dorheim, Germany""}}}"
Avacon,659,Line,"Dorheim, Dörnigheim",TAL (Teilauslagerung),Planned,222,Not Specified (part of plan up to 2045),"{""Dorheim, Germany"":{""lat"":50.3505082,""lng"":8.7973613,""address"":{""formatted"":""61169 Friedberg (Hessen)-Dorheim, Germany""}},""Dörnigheim, Germany"":{""lat"":50.13837299999999,""lng"":8.838805899999999,""address"":{""formatted"":""63477 Maintal-Dörnigheim, Germany""}}}"
Avacon,660,Line,"Merkenbach, Dillenburg",ENB (Ersatzneubau),Planned,622,Not Specified (part of plan up to 2045),"{""Merkenbach, Germany"":{""lat"":50.655912,""lng"":8.2955028,""address"":{""formatted"":""35745 Herborn-Merkenbach, Germany""}},""Dillenburg, Germany"":{""lat"":50.7452841,""lng"":8.2807631,""address"":{""formatted"":""35 Dillenburg, Germany""}}}"
Avacon,661,Line,"Wölfersheim, Dorheim",ENB (Ersatzneubau),Planned,628,Not Specified (part of plan up to 2045),"{""Wölfersheim, Germany"":{""lat"":50.3983731,""lng"":8.8133368,""address"":{""formatted"":""61 Wölfersheim, Germany""}},""Dorheim, Germany"":{""lat"":50.3505082,""lng"":8.7973613,""address"":{""formatted"":""61169 Friedberg (Hessen)-Dorheim, Germany""}}}"
Avacon,662,Line,"Wölfersheim, Büdingen",ENB (Ersatzneubau),Planned,671,Not Specified (part of plan up to 2045),"{""Wölfersheim, Germany"":{""lat"":50.3983731,""lng"":8.8133368,""address"":{""formatted"":""61 Wölfersheim, Germany""}},""Büdingen, Germany"":{""lat"":50.2862963,""lng"":9.111383799999999,""address"":{""formatted"":""63654 Büdingen, Germany""}}}"
Avacon,663,Line,Nidda,ENB (Ersatzneubau),Planned,671,Not Specified (part of plan up to 2045),"{""Nidda, Germany"":{""lat"":50.4127451,""lng"":9.007875799999999,""address"":{""formatted"":""63667 Nidda, Germany""}}}"
Avacon,664,Line,Alhausen,80°C-Trassierung + FLM,Planned,104,Not Specified (part of plan up to 2045),"{""Alhausen, Germany"":{""lat"":51.74884600000001,""lng"":9.0556766,""address"":{""formatted"":""33014 Bad Driburg-Alhausen, Germany""}}}"
Avacon,665,Line,Aula,Zubeseilung,Planned,83,Not Specified (part of plan up to 2045),"{""Aula, Germany"":{""lat"":50.58032189999999,""lng"":9.9803863,""address"":{""formatted"":""36142 Tann (Rhön)-Aura, Germany""}}}"
Avacon,666,UW,Lüneburg West,NB (Neubau),Planned,0,Not Specified (part of plan up to 2045),"{""Lüneburg West, Germany"":{""lat"":53.2478704,""lng"":10.4160637,""address"":{""formatted"":""21 Lüneburg, Germany""}}}"
Avacon,667,UW,"Calbe, Barby",UW: Neubau,Planned,126,Not Specified (part of plan up to 2045),"{""Calbe, Germany"":{""lat"":51.9046792,""lng"":11.7712671,""address"":{""formatted"":""39240 Calbe, Germany""}},""Barby, Germany"":{""lat"":51.966611,""lng"":11.8822524,""address"":{""formatted"":""39249 Barby, Germany""}}}"
Avacon,668,Line,"Maintal, Dörnigheim",ENB (Ersatzneubau),Planned,638,Not Specified (part of plan up to 2045),"{""Maintal, Germany"":{""lat"":50.1444746,""lng"":8.830521599999999,""address"":{""formatted"":""63477 Maintal, Germany""}},""Dörnigheim, Germany"":{""lat"":50.13837299999999,""lng"":8.838805899999999,""address"":{""formatted"":""63477 Maintal-Dörnigheim, Germany""}}}"
Avacon,669,Line,Wybelsumer Nacken,2. System,Planned,120,Not Specified (part of plan up to 2045),"{""Wybelsumer Nacken, Germany"":{""lat"":53.3515258,""lng"":7.106396999999999,""address"":{""formatted"":""26723 Emden-Wybelsum, Germany""}}}"
Avacon,670,Line,"Niedermittlau, Wächtersbach",ENB (Ersatzneubau),Planned,669,Not Specified (part of plan up to 2045),"{""Niedermittlau, Germany"":{""lat"":50.169357,""lng"":9.123941,""address"":{""formatted"":""63594 Hasselroth-Niedermittlau, Germany""}},""Wächtersbach, Germany"":{""lat"":50.2550222,""lng"":9.2918865,""address"":{""formatted"":""63607 Wächtersbach, Germany""}}}"
